Table,Key,Id,English (en-US),Russian (ru)
file_names,filename_hal_lightedPath,574777974818,lighted_path,lighted_path
file_names,filename_hal_lilGuppy,574773780569,lilGuppy,lilGuppy
file_names,filename_hal_list,574777974791,list,list
file_names,filename_hal_list_continous,574777974792,list({0}),list({0})
file_names,filename_hal_lockBoxNote,12159071611248644,note,note
file_names,filename_hal_longScroll,574777974816,long_scroll,long_scroll
file_names,filename_hal_lookingBack,574777974796,lookingBack,lookingBack
file_names,filename_hal_losingYourMind,12159071611248661,losingYourMind,losingYourMind
file_names,filename_hal_lostOnTheShore,574777974805,lostOnTheShore,lostOnTheShore
file_names,filename_hal_mapFragment1,12159071611248668,mapFragment1,mapFragment1
file_names,filename_hal_mapFragment2,12159071611248669,mapFragment2,mapFragment2
file_names,filename_hal_mapFragment3,12159071611248670,mapFragment3,mapFragment3
file_names,filename_hal_mapFragment4,12159071611248671,mapFragment4,mapFragment4
file_names,filename_hal_medicalScans,574773780571,Medical Scans,Medical Scans
file_names,filename_hal_mirror,12159071611248672,mirror,mirror
file_names,filename_hal_mural,574777974858,mural,mural
file_names,filename_hal_mysteriousQuartz,574777974860,mysterious_quartz,mysterious_quartz
file_names,filename_hal_nextPuzzle,574773780563,Next Puzzle,Next Puzzle
file_names,filename_hal_nightmare,574773780532,Nightmares,Nightmares
file_names,filename_hal_no_escape,574777974808,no_escape,no_escape
file_names,filename_hal_notes,574773780558,notes,notes
file_names,filename_hal_nothingToSeeHere,574773780565,Nothing_To_See_here,Nothing_To_See_here
file_names,filename_hal_nowhereToGo,574773780534,NowhereToGo,NowhereToGo
file_names,filename_hal_observe,574773780541,Observe,Observe
file_names,filename_hal_openMe,574773780545,openMe,openMe
file_names,filename_hal_orWithout,12159071611248660,orWithout,orWithout
file_names,filename_hal_outside,574773780554,outside,outside
file_names,filename_hal_outsideFolder,12159071607054344,OUTSIDE,OUTSIDE
file_names,filename_hal_overwhelmingDark,574777974841,overwhelming_dark,overwhelming_dark
file_names,filename_hal_pamphlet,574777974784,pamphlet,pamphlet
file_names,filename_hal_pathOneAnubis,12159071607054337,Path_1,Path_1
file_names,filename_hal_pathOneAnubisTitle,12159071607054351,Path 1 - Anubis,Path 1 - Anubis
file_names,filename_hal_pathThreeRa,12159071607054339,Path_3,Path_3
file_names,filename_hal_pathThreeRaTitle,12159071611248650,Path 3 - Ra,Path 3 - Ra
file_names,filename_hal_pathTwoThoth,12159071607054338,Path_2,Path_2
file_names,filename_hal_pathTwoThothTitle,12159071611248665,Path 2 - Thoth,Path 2 - Thoth
file_names,filename_hal_pictures,574773780555,pictures,pictures
file_names,filename_hal_pillagedTomb,12159071611248653,pillagedTomb,pillagedTomb
file_names,filename_hal_podiumChamber,12159071607054340,podiumChamber,podiumChamber
file_names,filename_hal_podiumChamberTitle,12159071607054341,Podium chamber,Podium chamber
file_names,filename_hal_podiumEnd,574773780548,podiumEnd,podiumEnd
file_names,filename_hal_prescription,574773780572,prescription,prescription
file_names,filename_hal_prologue,574773780549,prologue,prologue
file_names,filename_hal_puzzleA2LitRoom,3950475207499776,lit_room,lit_room
file_names,filename_hal_puzzleA2WordsFromBeyond,12159071607054346,Words_from_beyond,Words_from_beyond
file_names,filename_hal_puzzleA2WordsFromBeyondTitle,12159071607054354,Words from beyond,Words from beyond
file_names,filename_hal_puzzleALockbox,12159071607054355,Locked_jaws,Locked_jaws
file_names,filename_hal_puzzleEightFollowingTheDark,574777974849,puzzle8_following_the_dark,puzzle8_following_the_dark
file_names,filename_hal_puzzleEightFollowingTheDarkTitle,574777974852,Puzzle 8 - Following the dark,Puzzle 8 - Following the dark
file_names,filename_hal_puzzleFiveBigDoor,574777974824,puzzle5_big_door,puzzle5_big_door
file_names,filename_hal_puzzleFiveBigDoorTitle,574777974835,Puzzle 5 - Big Door,Puzzle 5 - Big Door
file_names,filename_hal_puzzleFourCrossroads,574777974821,puzzle4_Crossroads,puzzle4_Crossroads
file_names,filename_hal_puzzleFourCrossroadsTitle,574777974823,Puzzle 4 - Crossroads,Puzzle 4 - Crossroads
file_names,filename_hal_puzzleNineAltar,574777974812,puzzle9_Altar,puzzle9_Altar
file_names,filename_hal_puzzleNineAltarTitle,574777974855,Puzzle 9 - Altar,Puzzle 9 - Altar
file_names,filename_hal_puzzleOne,574777974806,Puzzle 1 - Go in,Puzzle 1 - Go in
file_names,filename_hal_puzzleOneGoIn,574777974811,puzzle1_Go_in,puzzle1_Go_in
file_names,filename_hal_puzzlePrologue,574777974802,Puzzle 0 - Prologue,Puzzle 0 - Prologue
file_names,filename_hal_puzzleR2TombSite,12159071611248646,tomb_site,tomb_site
file_names,filename_hal_puzzleR2TombSiteTitle,12159071611248651,Tomb site,Tomb site
file_names,filename_hal_puzzleRLockbox,12159071611248652,red_lockbox,red_lockbox
file_names,filename_hal_puzzleRLockboxTitle,12159071611248662,Red Lockbox,Red Lockbox
file_names,filename_hal_puzzleSevenDarkSanctum,574777974840,puzzle7_dark_sanctum,puzzle7_dark_sanctum
file_names,filename_hal_puzzleSevenDarkSanctumTitle,574777974848,Puzzle 7 - Dark sanctum,Puzzle 7 - Dark sanctum
file_names,filename_hal_puzzleSixLightsOut,574777974836,puzzle6_lights_out,puzzle6_lights_out
file_names,filename_hal_puzzleSixLightsOutTitle,574777974839,Puzzle 6 - Lights Out,Puzzle 6 - Lights Out
file_names,filename_hal_puzzleTHourglass,12159071611248666,hourglass,hourglass
file_names,filename_hal_puzzleTHourglassTitle,12159071611248673,Hourglass,Hourglass
file_names,filename_hal_puzzleTLockbox,12159071611248674,blue_lockbox,blue_lockbox
file_names,filename_hal_puzzleTLockboxTitle,12159071611248678,Blue Lockbox,Blue Lockbox
file_names,filename_hal_puzzleTenBeyond,574777974856,puzzle10_beyond,puzzle10_beyond
file_names,filename_hal_puzzleThreeNarrowTunnel,574777974817,puzzle3_Narrow_tunnel,puzzle3_Narrow_tunnel
file_names,filename_hal_puzzleThreeNarrowTunnelTitle,574777974820,Puzzle 3 - Narrow Tunnel,Puzzle 3 - Narrow Tunnel
file_names,filename_hal_puzzleTwoAncientRuins,725210062905344,puzzle2_Ancient_ruins,puzzle2_Ancient_ruins
file_names,filename_hal_puzzleTwoAncientRuinsTitle,574777974809,Puzzle 2 - Ancient ruins,Puzzle 2 - Ancient ruins
file_names,filename_hal_puzzleZeroPrologueTitle,574777974810,puzzle0_Prologue,puzzle0_Prologue
file_names,filename_hal_quietShore,574777974799,quietShore,quietShore
file_names,filename_hal_rawOre,12159071611248680,raw_ore,raw_ore
file_names,filename_hal_readMe,574773780550,README,README
file_names,filename_hal_records,574777974790,records,records
file_names,filename_hal_rightDoor,574777974826,right_door,right_door
file_names,filename_hal_rightDoorTitle,574777974830,Right door,Right door
file_names,filename_hal_rightPlate,12159071607054348,Right Plate,Right Plate
file_names,filename_hal_rightRoomRune,574777974833,right_room_rune,right_room_rune
file_names,filename_hal_ruby,12159071611248664,Ruby,Ruby
file_names,filename_hal_sandfalls,12159071611248675,sandfalls,sandfalls
file_names,filename_hal_sapphire,12159071611248681,Sapphire,Sapphire
file_names,filename_hal_scans,574773780556,Scans,Scans
file_names,filename_hal_scarabPodium,12159071607054343,scarabPodium,scarabPodium
file_names,filename_hal_sefer,574773780561,Sefer,Sefer
file_names,filename_hal_sheSellSeaShells,574777974864,sheSellsSeaShells,sheSellsSeaShells
file_names,filename_hal_smallRoom,574777974837,small_room,small_room
file_names,filename_hal_stackedStones,5972090954964992,stacked_stones,stacked_stones
file_names,filename_hal_stalagmiteFormation,574777974850,stalagmite_formation,stalagmite_formation
file_names,filename_hal_stalagmiteSanctum,574777974851,stalagmite_sanctum,stalagmite_sanctum
file_names,filename_hal_story,574773780564,story,story
file_names,filename_hal_stuck,574777974807,stuck,stuck
file_names,filename_hal_suspiciousFolder,243518609022977,Suspicious Folder,Suspicious Folder
file_names,filename_hal_tasklist,574773780544,tasklist,tasklist
file_names,filename_hal_templeIntro,574773780546,templeIntro,templeIntro
file_names,filename_hal_theCave,574773780552,The Cave,The Cave
file_names,filename_hal_theEnd,574777974794,The End,The End
file_names,filename_hal_theTemple,574773780553,The Temple,The Temple
file_names,filename_hal_threePaths,574777974827,three_paths,three_paths
file_names,filename_hal_topaz,12159071611248645,Topaz,Topaz
file_names,filename_hal_torch,574777974815,torch,torch
file_names,filename_hal_treasure,574773780567,treasure,treasure
file_names,filename_hal_trophy,574777974797,trophy,trophy
file_names,filename_hal_wallpapers,574777974862,Wallpapers,Wallpapers
file_names,filename_hal_whatAView,574777974863,whatAView,whatAView
file_names,filename_hal_whatYouWant,12159071611248659,whatYouWant,whatYouWant
file_names,filename_hal_widePapyrusStrip,574777974819,wide_papyrus_strip,wide_papyrus_strip
file_names,filename_hal_withoutACurse,12159071611248658,withoutACurse,withoutACurse
file_names,filename_hal_woundsOfFlesh,574773780540,WoundsOfFlesh,WoundsOfFlesh
file_names,filename_hal_wow,574777974788,wow,wow
file_names,filename_hal_yellowLockBoxTitle,12159071611248642,Yellow_lockbox,Yellow_lockbox
file_names,filename_hal_youWontGet,12159071611248657,youWontGet,youWontGet
file_names,filename_hal_yourHand,574777974803,yourHand,yourHand
file_names,filename_hal_yourHands,12159071611248647,yourHands,yourHands
file_names,filename_max_abandoned,12159071619637283,abandoned,abandoned
file_names,filename_max_adminUnlock,12159071615442944,adminUnlock,adminUnlock
file_names,filename_max_ambiguousDrawing,12159071619637252,Ambiguous_Drawing,Ambiguous_Drawing
file_names,filename_max_aquarium,12159071615442967,aquarium,aquarium
file_names,filename_max_arcade,12159071615442972,arcade,arcade
file_names,filename_max_arcadeCard,12159071619637257,arcadeCard,arcadeCard
file_names,filename_max_arcadeTickets,12159071615442976,arcadeTickets,arcadeTickets
file_names,filename_max_arcadeTicketsTitle,34755782875537408,Arcade Tickets,Arcade Tickets
file_names,filename_max_blissEyes,12159071619637274,bliss_eyes,bliss_eyes
file_names,filename_max_blissMouth,12159071619637275,bliss_mouth,bliss_mouth
file_names,filename_max_bloodyCamera,12159071619637260,bloodyCamera,bloodyCamera
file_names,filename_max_brokenAquarium,12159071619637269,brokenAquarium,brokenAquarium
file_names,filename_max_brokenCircuitsA,7790713168191488,brokenCircuits_1,brokenCircuits_1
file_names,filename_max_brokenCircuitsB,7790713168191489,brokenCircuits_2,brokenCircuits_2
file_names,filename_max_camera,12159071615442973,camera,camera
file_names,filename_max_candies,12159071615442965,candies,candies
file_names,filename_max_candyWrapper,12159071619637285,candyWrapper,candyWrapper
file_names,filename_max_cardDeck,12159071615442980,cardDeck,cardDeck
file_names,filename_max_cardTrickInstructions,12159071615442954,cardTrickInstructions,cardTrickInstructions
file_names,filename_max_carryThatWeight,12159071615442951,CARRY_THAT_WEIGHT,CARRY_THAT_WEIGHT
file_names,filename_max_caseFile,12159071615442955,caseFile,caseFile
file_names,filename_max_caseFileFolder,12159071615442989,caseFile,caseFile
file_names,filename_max_chatlogs,12159071619637263,chatlogs,chatlogs
file_names,filename_max_cipherKey,12159071619637288,encryptionKey,encryptionKey
file_names,filename_max_computerFile,12159071615442981,computerFile,computerFile
file_names,filename_max_copperBoxInstaller,12159071619637258,CopperBox_Installer,CopperBox_Installer
file_names,filename_max_credits,12159071619637266,credits,credits
file_names,filename_max_crime,12159071615442970,crime,crime
file_names,filename_max_crimeScene,7790713168191490,crime_scene,crime_scene
file_names,filename_max_deInstaller,12159071615442952,DE_Installer,DE_Installer
file_names,filename_max_desktop,12159071611248687,desktop,desktop
file_names,filename_max_desperateSteps,12159071611248686,desperate_steps,desperate_steps
file_names,filename_max_dirtyFishTankA,12159071619637267,reptileTank_a,reptileTank_a
file_names,filename_max_dirtyFishTankB,12159071619637268,reptileTank_b,reptileTank_b
file_names,filename_max_doNotOpen,12159071619637287,DO_NOT_OPEN,DO_NOT_OPEN
file_names,filename_max_dreamInGouache,8359545427451905,DreamInGouache,DreamInGouache
file_names,filename_max_emotions,12159071615442971,emotions,emotions
file_names,filename_max_escaped,12159071619637264,escaped,escaped
file_names,filename_max_facingEvidence,12159071611248682,facingEvidence,facingEvidence
file_names,filename_max_followingTrails,12159071619637284,followingTrails,followingTrails
file_names,filename_max_fortuneTicket,12159071615442982,fortuneTicket,fortuneTicket
file_names,filename_max_glassBox,12159071619637259,glassBox,glassBox
file_names,filename_max_griefEyes,12159071619637276,grief_eyes,grief_eyes
file_names,filename_max_griefMouth,12159071619637277,grief_mouth,grief_mouth
file_names,filename_max_instantPhotos,12159071615442974,instantPhotos,instantPhotos
file_names,filename_max_inventory,12159071619637262,inventory,inventory
file_names,filename_max_investigatorFile,12159071619637273,investigatorFile,investigatorFile
file_names,filename_max_lockedFolder_petStoreRegister,32448731017109504,Cash register,Cash register
file_names,filename_max_looseChange,12159071615442975,looseChange,looseChange
file_names,filename_max_looseChangeTitle,12537275932991488,Loose Change,Loose Change
file_names,filename_max_magic,12159071615442968,magic,magic
file_names,filename_max_magicBall,12159071615442983,MagicBall,MagicBall
file_names,filename_max_magicHat,12159071615442964,MagicHat,MagicHat
file_names,filename_max_magicKey,12159071619637250,magicKey,magicKey
file_names,filename_max_magicStore,12159071619637256,magicStore,magicStore
file_names,filename_max_mannequin,12159071619637271,mannequin,mannequin
file_names,filename_max_me,12159071619637251,Me,Me
file_names,filename_max_mineSniffer,12159071615442962,MineSniffer,MineSniffer
file_names,filename_max_movieStand,12159071619637286,movieStand,movieStand
file_names,filename_max_movieUnmarked1,8347895936835584,tornMovieCase,tornMovieCase
file_names,filename_max_movieUnmarked2,8347895941029888,paintedMovieCase,paintedMovieCase
file_names,filename_max_movieUnmarked3,8347895941029889,burntMovieCase,burntMovieCase
file_names,filename_max_mural,12159071619637261,mural,mural
file_names,filename_max_nameYourCard,12159071615442953,Name_your_card,Name_your_card
file_names,filename_max_nextRoomsApp,12159071611248683,NextRooms,NextRooms
file_names,filename_max_nonogramDoor,12159071619637270,nonogramDoor,nonogramDoor
file_names,filename_max_outOfOrder,12159071619637282,outOfOrder,outOfOrder
file_names,filename_max_outOfTheHole,12159071619637289,Out_of_the_hole,Out_of_the_hole
file_names,filename_max_outside,12159071615442961,escaped,escaped
file_names,filename_max_painInside,12159071615442949,PAIN_INSIDE,PAIN_INSIDE
file_names,filename_max_paint,12159071615442969,paint,paint
file_names,filename_max_paintingCodeA,12159071615442984,painting_codeA,painting_codeA
file_names,filename_max_paintingCodeB,12159071615442985,painting_codeB,painting_codeB
file_names,filename_max_paintingCodeC,12159071615442986,painting_codeC,painting_codeC
file_names,filename_max_pizarro,12159071619637253,pizarro,pizarro
file_names,filename_max_plainBad,12159071615442948,plainBad,plainBad
file_names,filename_max_prologue,12159071619637254,prologue,prologue
file_names,filename_max_rabbit,12159071615442979,Rabbit,Rabbit
file_names,filename_max_rodAndReel,8359545419063296,Rod&Reel,Rod&Reel
file_names,filename_max_screensavers,12159071611248684,screensavers,screensavers
file_names,filename_max_sketchyAddOn,12159071615442987,SketchyAddOn,SketchyAddOn
file_names,filename_max_skyline,12159071611248685,skyline,skyline
file_names,filename_max_slasherFest,8359545427451904,SlasherFest,SlasherFest
file_names,filename_max_solvingACase,12159071615442960,solving_a_case,solving_a_case
file_names,filename_max_stickerPack,12159071615442988,stickerPack,stickerPack
file_names,filename_max_stickerPackTitle,34755782883926016,Sticker Pack,Sticker Pack
file_names,filename_max_stickyHand,12159071619637249,stickyHand,stickyHand
file_names,filename_max_suspectGrid,12159071615442959,suspectGrid,suspectGrid
file_names,filename_max_suspectWall,12159071619637272,suspectWall,suspectWall
file_names,filename_max_terrible,12159071615442947,terrible,terrible
file_names,filename_max_theCoin,12159071615442977,fountainCoin,fountainCoin
file_names,filename_max_ticket,12159071615442978,ticket,ticket
file_names,filename_max_timelessDespair,12159071619637280,timeless_despair,timeless_despair
file_names,filename_max_trash,12159071615442946,trash,trash
file_names,filename_max_trophy,12159071619637265,trophy,trophy
file_names,filename_max_vendingMachine,12159071619637255,vendingMachine,vendingMachine
file_names,filename_max_vendingMachineManual,12159071619637248,vendingMachineManual,vendingMachineManual
file_names,filename_max_video,12159071615442966,video,video
file_names,filename_max_weirdCipherFolder,12159071615442945,weirdEncryptionKey,weirdEncryptionKey
file_names,filename_max_witness1,12159071615442956,witness1,witness1
file_names,filename_max_witness2,12159071615442957,witness2,witness2
file_names,filename_max_witness3,12159071615442958,witness3,witness3
file_names,filename_max_wormHole,12159071615442963,WormHole,WormHole
file_names,filename_max_wrathEyes,12159071619637278,wrath_eyes,wrath_eyes
file_names,filename_max_wrathMouth,12159071619637279,wrath_mouth,wrath_mouth
file_names,filename_max_youllHaveTo,12159071615442950,YOULL_HAVE_TO,YOULL_HAVE_TO
file_names,filename_safemode_archivedFiles,34755782888120325,Archived Files,Archived Files
file_names,filename_safemode_deletedCopies,33402968303722498,deletedCopies,deletedCopies
file_names,filename_safemode_readmeDadCopy,34755782888120320,README_DAD({0}),README_DAD({0})
file_names,filename_safemode_readmedad,33402968303722497,README_DAD,README_DAD
file_names,filename_safemode_stingray1,34755782888120321,stingray_part1,stingray_part1
file_names,filename_safemode_stingray2,34755782888120322,stingray_part2,stingray_part2
file_names,filename_safemode_stingray3,34755782888120323,stingray_part3,stingray_part3
file_names,filename_safemode_systemFiles,34755782888120324,System Files,System Files
file_names,lab_polaroid,574773780485,crime,crime
file_names,magic_polaroid,574773780480,magic,magic
file_names,pet_polaroid,574769586178,aquarium,aquarium
file_names,vending_polaroid,574773780483,candies,candies
file_names,vhs_polaroid,574769586177,video,video
full_screen_sequences,Conversation_DEConfront_11,1835585757194,your family,your family
full_screen_sequences,Conversation_DEConfront_59,1835589951531,i hate you,я ненавижу тебя
nextrooms_dialogues,,72108465693122578,zombie,zombie
nextrooms_dialogues,Billboard_InteractingDialogue,110308848156270594,(Replace) with Generic_Interacting_Option with parameter bloodyCamera.stp,(Replace) with Generic_Interacting_Option with parameter bloodyCamera.stp
nextrooms_dialogues,EmptyFishTank_InteractingDialogue,110308848160464897,(Replace) with Generic_Interacting_Option with parameter brokenAquarium.stp,(Replace) with Generic_Interacting_Option with parameter brokenAquarium.stp
nextrooms_dialogues,MovieStand_InteractingDialogue,100455706484793367,(Replace) with Generic_Interacting_Option with parameter movieStand.stp,(Replace) with Generic_Interacting_Option with parameter movieStand.stp
nextrooms_dialogues,PhotoBooth_Quiz_Answer_1,72016740123402240,the sweaters,the sweaters
nextrooms_dialogues,PhotoBooth_Quiz_Answer_1_Alt_1,110308848164659242,thesweaters,thesweaters
nextrooms_dialogues,PhotoBooth_Quiz_Answer_1_Alt_2,110308848164659243,sweaters,sweaters
nextrooms_dialogues,PhotoBooth_Quiz_Answer_1_Alt_3,125347783794221056,the_sweaters,the_sweaters
nextrooms_dialogues,PhotoBooth_Quiz_Answer_1_Alt_4,125347783806803968,the-sweaters,the-sweaters
nextrooms_dialogues,PhotoBooth_Quiz_Answer_3_Alt_2,192411675204247552,red,red
nextrooms_dialogues,PhotoBooth_Quiz_Answer_4,72016740123402243,pineapplesummer,pineapplesummer
nextrooms_dialogues,PhotoBooth_Quiz_Answer_4_Alt_1,110308848164659244,pineapple_summer,pineapple_summer
nextrooms_dialogues,PhotoBooth_Quiz_Answer_4_Alt_2,110308848164659245,pineapple summer,pineapple summer
nextrooms_dialogues,PhotoBooth_Quiz_Answer_4_Alt_3,125347783806803969,pineapple-summer,pineapple-summer
nextrooms_dialogues,RoomieName_Femur,110308848164659228,femur,femur
nextrooms_dialogues,RoomieName_Max,168096402896838656,the_max,the_max
npg_contents,,22583975884087300, no todas , no todas 
npg_contents,,22583975888281601, thank you for , thank you for 
npg_contents,,23918510466916354, no todas , no todas 
npg_contents,,23918510471110657, thank you for , thank you for 
npg_contents,,24009303970013184, no todas , no todas 
npg_contents,,24009303974207489, thank you for , thank you for 
npg_contents,,24257803009908740, no todas , no todas 
npg_contents,,24257803018297346, thank you for , thank you for 
npg_contents,,24672734888845316, no todas , no todas 
npg_contents,,24672734893039617, thank you for , thank you for 
pizarro_dialogue_contents,Generic_TalkToMe_14,89085743668912128,Did you know? Pizarro rhymes with Bizarro! Talk about crazy! ...heh,Did you know? Pizarro rhymes with Bizarro! Talk about crazy! ...heh
